requirement_id,line_no,summary,phase,artifact,validation,owner
R-2718,2718,`preflight_inventory.csv`,0,preflight_inventory.csv,Gate 0 artifact presence/schema check,P5
R-2719,2719,`engineering_preflight.md`,0,engineering_preflight.md,Gate 0 artifact presence/schema check,P5
R-2723,2723,Confirm every governance file parses and has required fields.,0,PHASE_0_gate_report.md,executed in Phase 0 VALIDATION state; evidence in gate report,P1
R-2724,2724,Confirm every nonblank updated-prompt line has exactly one accepted classification and every operative requirement has an implementation ...,0,PHASE_0_gate_report.md,executed in Phase 0 VALIDATION state; evidence in gate report,P1
R-2727,2727,"Confirm all expected path checks have explicit `present`, `missing`, or `not_applicable` status.",0,PHASE_0_gate_report.md,executed in Phase 0 VALIDATION state; evidence in gate report,P1
R-2729,2729,Confirm the repository commit in every Phase 0 artifact is identical.,0,PHASE_0_gate_report.md,executed in Phase 0 VALIDATION state; evidence in gate report,P1
R-2730,2730,Confirm no scientific source file changed during preflight.,0,PHASE_0_gate_report.md,executed in Phase 0 VALIDATION state; evidence in gate report,P5
R-2734,2734,Re-run `git status --porcelain` and compare with the initial snapshot.,0,PHASE_0_gate_report.md,independent check recorded at Gate 0,P5
R-2735,2735,Verify the anchor SHA independently with two Git commands where practical.,0,PHASE_0_gate_report.md,independent check recorded at Gate 0,P5
R-2736,2736,Verify protected evidence permissions or document technical limitations.,0,PHASE_0_gate_report.md,independent check recorded at Gate 0,P1
R-2737,2737,"Verify instruction conflicts are explicitly resolved, not merely listed.",0,PHASE_0_gate_report.md,independent check recorded at Gate 0,P1
R-2741,2741,P1 checks authority and scope.,0,PHASE_0_gate_report.md (QA sign-off),role sign-off recorded at Gate 0,P1
R-2742,2742,P5 checks audit reproducibility.,0,PHASE_0_gate_report.md (QA sign-off),role sign-off recorded at Gate 0,P5
R-2743,2743,P9 checks source boundaries.,0,PHASE_0_gate_report.md (QA sign-off),role sign-off recorded at Gate 0,P9
R-2744,2744,P10 checks administrative gaps and journal-template status.,0,PHASE_0_gate_report.md (QA sign-off),role sign-off recorded at Gate 0,P10
R-2748,2748,repository root and anchor commit are recorded;,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P5
R-2749,2749,every expected source class is located or marked missing;,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P1
R-2750,2750,empirical evidence and staging paths are clearly separated;,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P1
R-2751,2751,no unresolved instruction conflict remains;,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P1
R-2752,2752,engineering preflight is recorded;,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P5
R-2753,2753,governance registers exist and are usable;,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P1
R-2754,2754,source-line and requirement traceability contain no unmapped or partial row; and,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P2
R-2756,2756,no scientific artifact was modified.,0,Gate 0 (phase_gate_register.csv),Gate 0 acceptance review,P1
R-2760,2760,"Set Phase 0 to `FROZEN` only after P1, P5, and P9 sign-off. Missing repository paths may remain only when they are explicitly blocking an...",0,phase_gate_register.csv (FROZEN transition),phase-state transition audit (Section 12.2),P1
R-2788,2788,"All generated outputs above plus a one-page `PHASE_0_readiness.md` summarizing anchor, source boundaries, toolchain, critical risks, and ...",0,PHASE_0_readiness.md,Gate 0 deliverable check,P5
R-2793,2793,"Gate 0: P1 + P5 + P9 approve. Any unexplained dirty scientific path, unclear evidence boundary, or unresolved authority conflict is a har...",0,Gate 0 decision (phase_gate_register.csv),Gate 0 approval recording,P1
R-2815,2815,Phase 0 is frozen;,1,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 1,P9
R-2816,2816,`reference_papers/` and `papers/references.bib` are located or the absence is formally blocking; and,1,reference_papers/,Section 12.2 ENTRY_CHECK before Phase 1,P9
R-2818,2818,source files can be read.,1,phase_gate_register.csv (entry check),Section 12.2 ENTRY_CHECK before Phase 1,P9
R-2839,2839,Parse the BibTeX registry.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2840,2840,Enumerate keys and required fields.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2841,2841,"Detect duplicate keys, malformed entries, non-ASCII issues, and missing required metadata.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2843,2843,Expected count is 57; report actual count without forcing it.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2845,2845,Inventory local literature files.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2846,2846,"Enumerate filenames, formats, readability, page count, and checksum.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P5
R-2847,2847,"Prefer `<bibkey>.pdf` naming but match by verified identity, not filename alone.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2850,2850,Identity match.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2851,2851,"Compare title, authors, year, venue, DOI, and version.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2852,2852,Assign the identity status defined in Section 3.3.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2853,2853,Resolve minor mismatches using only the local source and BibTeX record.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2855,2855,Read every admissible source.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2856,2856,"Extract research question, method, scope, findings, limitations, and exact usable locators.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2858,2858,Inspect tables/figures when relevant.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P7
R-2859,2859,Do not rely only on abstracts.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2861,2861,Create evidence cards.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2862,2862,Record supported and unsupported uses.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2863,2863,"Include the exact role in DT-GSK framing, method lineage, benchmark protocol, or statistical practice.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P3
R-2866,2866,Build runtime admissible set.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2867,2867,Write `allowed_citation_keys.txt` from verified matches only.,1,allowed_citation_keys.txt,Phase 1 validation procedures + Gate 1 review,P9
R-2868,2868,Compare with Appendix A.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2869,2869,Record missing expected keys and unexpected extras.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2871,2871,Build citation role map.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2872,2872,"For each admissible key, record sanctioned uses and prohibited overextensions.",1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2874,2874,Do not require every key to appear in final prose.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P6
R-2876,2876,Seed evidence gaps.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P4
R-2877,2877,Identify desired claims that the local corpus cannot support.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2878,2878,Apply omit/narrow/hypothesis/block dispositions.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P1
R-2880,2880,Citation-system readiness.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2881,2881,Validate BibTeX parsing for LaTeX.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2882,2882,Prepare stable Word citation tags and a mapping to the Word source store.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P8
R-2883,2883,Do not generate citations yet.,1,literature_audit_report.md,Phase 1 validation procedures + Gate 1 review,P9
R-2887,2887,`reference_inventory.csv`,1,reference_inventory.csv,Gate 1 artifact presence/schema check,P9
R-2888,2888,`allowed_citation_keys.txt`,1,allowed_citation_keys.txt,Gate 1 artifact presence/schema check,P9
R-2889,2889,`evidence_cards/`,1,evidence_cards/,Gate 1 artifact presence/schema check,P9
R-2890,2890,`citation_role_map.csv`,1,citation_role_map.csv,Gate 1 artifact presence/schema check,P9
R-2891,2891,`evidence_gap_register.md`,1,evidence_gap_register.md,Gate 1 artifact presence/schema check,P9
R-2892,2892,`word_citation_tag_map.csv`,1,word_citation_tag_map.csv,Gate 1 artifact presence/schema check,P8
R-2893,2893,`literature_audit_report.md`,1,literature_audit_report.md,Gate 1 artifact presence/schema check,P9
R-2897,2897,Schema validation for all CSVs.,1,PHASE_1_gate_report.md,executed in Phase 1 VALIDATION state; evidence in gate report,P9
R-2898,2898,Count every BibTeX key exactly once.,1,PHASE_1_gate_report.md,executed in Phase 1 VALIDATION state; evidence in gate report,P9
R-2899,2899,Confirm every admissible key has one readable source and one evidence card.,1,PHASE_1_gate_report.md,executed in Phase 1 VALIDATION state; evidence in gate report,P9
R-2900,2900,Confirm every evidence-card locator resolves to the local source.,1,PHASE_1_gate_report.md,executed in Phase 1 VALIDATION state; evidence in gate report,P9
R-2904,2904,P9 independently checks a stratified sample of source identities and locators.,1,PHASE_1_gate_report.md,independent check recorded at Gate 1,P9
R-2905,2905,"Verify no external scientific URL, snippet, or unapproved source appears in evidence cards.",1,PHASE_1_gate_report.md,independent check recorded at Gate 1,P9
R-2907,2907,Verify source checksums match inventory.,1,PHASE_1_gate_report.md,independent check recorded at Gate 1,P5
R-2908,2908,Verify every expected key has an explicit status.,1,PHASE_1_gate_report.md,independent check recorded at Gate 1,P9
R-2912,2912,P2 reviews algorithm/method lineage cards.,1,PHASE_1_gate_report.md (QA sign-off),role sign-off recorded at Gate 1,P2
R-2913,2913,P3 reviews statistical-method cards.,1,PHASE_1_gate_report.md (QA sign-off),role sign-off recorded at Gate 1,P3
R-2914,2914,P4 reviews benchmark-source cards.,1,PHASE_1_gate_report.md (QA sign-off),role sign-off recorded at Gate 1,P4
R-2915,2915,P6 reviews citation roles and wording boundaries.,1,PHASE_1_gate_report.md (QA sign-off),role sign-off recorded at Gate 1,P6
R-2916,2916,P8 verifies stable Word tags.,1,PHASE_1_gate_report.md (QA sign-off),role sign-off recorded at Gate 1,P8
R-2920,2920,all BibTeX entries audited;,1,Gate 1 (phase_gate_register.csv),Gate 1 acceptance review,P9
R-2921,2921,all literature files inventoried;,1,Gate 1 (phase_gate_register.csv),Gate 1 acceptance review,P9
R-2922,2922,runtime citation set is explicit;,1,Gate 1 (phase_gate_register.csv),Gate 1 acceptance review,P9
R-2923,2923,every admissible source has a complete evidence card;,1,Gate 1 (phase_gate_register.csv),Gate 1 acceptance review,P9
